Giuda Tallarico
Icilio Tilotta
Efisio Vitiello
Bertoldo Ceccarelli
Amaranto Cingolani
Cristiano Di Giorgio
Gastone Merola
Magno Chiavacci
Regolo Gazzola
Attilano Brunetti
Tommaso Lori
Terenzio Fusco
Salvatore Montefusco
Marciano Daidone
Bonaldo Marzocchi
Cherubino Moscato
Eustosio Pianese
Bortolo Postiglione
Aris Accardi
Silvano Romagnoli
Amato Scorza
Oronzo Moscato
Nico Pedone
Gomberto Pini
Sabato Di Martino
Igor Maragno
Innocente Ferreri
Vezio Loiacono
Alvise Caccamo
Pauside Lazzarini
Fidenzio Paris
Vittoriano Zambuto
Gonzaga Fedele
Semplicio Zanotti
Gianmarco Ferro
Araldo Casolaro
Flavio Iacono
Berardo Borelli
Zefiro Crespi
Severino Pintus
Amando Patrone
Geminiano Colella
Namazio Monteleone
Sidonio Albanese
Antimo Ottaviano
Amanzio Spataro
Pippo Careddu
Romeo Curci
Achille Brogi
Tazio Lotito
Crescente Barillà
Agabio Riccardi
Michelangelo Iuliano
Costanzo Gruber
Leonida Lo Cascio
Vasco Greppi
Natale Volpi
Elifio Gangemi
Antelmo Carlini
Gionata Tomei
Brando Corso
Pancrazio Rosi
Mosè Macchia
Adelmo Ingrassia
Urbano Baldacci
Raniero Laezza
Iorio Lisi
Cosimo Valeri
Attila Degrassi
Sireno Abbondanza
Viviano Bruzzone
Alfredo Tiano
Edoardo Gerace
Saul Capasso
Martino Biasci
Empirio Lotti
Patroclo Boi
Germano Marongiu
Giotto Beso
Manetto Lugli
Venerando Palla
Sabele Visentin
Sinfronio Catania
Evidio Ragone
Tullio Pala
Fabio Scanu
Icilio Rotolo
Melezio Pierini
Patrizio Talarico
Edgardo Lamacchia
Giacobbe Di Girolamo
Michelangelo Boni
Elifio Dini
Aristo Carraro
Ilario Giampaoli
Leonio Lopez
Virone Morri
Silvano Consiglio
Panfilo Rucco
Esuperio Monni
Golia Bertini
Rainaldo Turchi
Romeo Parise
Corbiniano Fasano
Fosco Sanfilippo
Eutalio Travaglini
Alceste Pitzalis
Arcadio Di Lorenzo
Athos Cusimano
Adelberto Accardi
Ariosto Castellano
Gionata Bisio
Nicea Politi
Manlio Parente
Zaccheo De Filippo
Gianpaolo Pallotta
Isaia Cicala
Alfredo Privitera
Zanobi Pizzuti
Asterio Bongiorno
Oderico Brizzi
Aciscolo Coccia
Geminiano Tiano
Adrione Donato
Quasimodo Daidone
Romero Cossu
Cosimo Fortunato
Eliodoro Morreale
Cesare Salomone
Vedasto Manna
Leandro Ragusa
Genziano Poletti
Lieto Riparbelli
Carponio Musso
Medoro Casella
Adelchi Artioli
Archippo Traini
Landolfo Tomei
Alboino Abbrescia
Annibale Ciccone
Lino Paone
Ermete Morrone
Goffredo Tiberti
Ercole Di Paolo
Lapo Volpe
Alcibiade Del Monte
Ulfo Castellani
Guido Celentano
Temistocle Mazzeo
Saffo Di Biase
Diogene Chiavacci
Vittorio Aprile
Ausilio Del Monte
Vito Finocchiaro
Ivanoe Gagliardi
Maggiorino Francesca
Tolomeo Pala
Gedeone Colantuono
Alcino Manca
Ursino Macrì
Fernando Procopio
Gianluigi Zampieri
Ottone Carlini
Secondo Di Felice
Omero Gazzola
Deodato Lombardi
Ferdinando Vitiello
Ildebrando De Cicco
Alviero Righetti
Arialdo Di Gaetano
Gallicano Giustra
Gastone Lecca
Umberto Fanara
Demostene Patriarca
Adalgiso Criscione
Apollo Conti
Mirco Dominici
Ercole Ventimiglia
Rutilo Fischetti
Lucio Padovan
Peleo Sini
Alessandro Gianni
Democrito Guarneri
Daniele Baroni
Amilcare Spagnolo
Malco Mariano
Nunzio Bonelli
Adelberto Gambino
Leonio Giovinazzo
Elvezio Di Bari
Valente Accardi
Marolo Cuomo
Concordio Zanetta
Climaco Guastella
Terenzio Oliviero
Durante Forte
Vulpiano Caiazza
Ampelio Antezza
Siriano Casagrande
Ovidio Rapuano
Colmazio Satta
Sabato Barra
Acacio Principato
Sebastiano Schifano
Domenico Rossetti
Cirano Ferranti
Serafino Baggio
Aciscolo Angeletti
Saturnino Zuliani
Aristotele Grange
Edmondo Capelli
Amerigo Fava
Nino Petralia
Valerio Corrao
Afro Pesaresi
Prudenzio Bologna
Pietro Pili
Alessandro Simonini
Ivone Leo
Santo Terenzi
Edoardo Orlando
Gedeone Santinelli
Ausilio Merli
Medoro Traini
Renzo Cecchetti
Gastone Ranieri
Athos Signorini
Bertoldo Vizziello
Vito Cavallari
Ildebrando Petrarca
Ataleo Tripodi
Edilberto Ricci
Silvestro D'Alessio
Alvise Leonetti
Tarso Siino
Gregorio Loiacono
Sostene Paoletti
Eliseo Cipolla
Isidoro Petito
Valfredo Basile
Remondo Braia
Stefano Mariani
Prassede Tirri
Benito Potenza
Dacio Siragusa
Perseo Mazzeo
Bindo Cipriano
Albrico Daniele
Nazzaro Fusaro
Panfilo Rosati
Gavino Semprini
Ausilio Palazzi
Almerigo Ducci
Paciano Catanzaro
Isidoro La Sala
Teodoro Cioni
Valfrido Mazzoleno
Valerio Bongiorno
Noè Lorusso
Guiscardo De Meo
Bindo Simonini
Egeo Ferrara
Orazio Fanara
Lautone Librizzi
Vodingo Manno
Barnaba Cavalli
Minervino Carosi
Minervino Gabriele
Ascanio Patti
Leopoldo Forgione
Beato Papaleo
Pellegrino Talarico
Gioventino Fiori
Loreno Adami
Tiziano Pittalis
Orazio Latorre
Viviano Pianigiani
Adelberto Miotto
Remo Donati
Ischirione Cannata
Cesario Petralia
Agazio Aramini
Remigio Zappalà
Colmanno Mencarelli
Temistocle Marchesan
Gentile Poggi
Enea Rocca
Enea Ancona
Igino Ciulla
Barsimeo Paolino
Gualtiero Rosso
Telchide De Gregorio
Sosteneo Martucci
Oliviero Esposito
Alberico Guarnieri
Galdino Bianchetti
Calogero Tallone
Sirio Ferrigno
Taziano Visentin
Alessio Corso
Michelangelo Palmisano
Ascanio Marinelli
Teobaldo Destro
Bertolfo Denti
Francesco Kofler
Giambattista Pinto
Ferdinando Valsecchi
Climaco Zordan
Ireneo Vianello
Arcadio Fabbro
Enea Franzoni
Adrione Mecca
Almiro Esposito
Ventura Puggioni
Carmelo Cristiano
Cassio Giardini
Sesto Matteucci
Eufebio Piva
Stiliano Salvi
Casto Crisafulli
Barsaba Cappello
Gioacchino Tralli
Graziano Sanfilippo
Giosuele D'Errico
Gabriele Tucci
Onorino Vaccari
Carlo Mazzarella
Quintilio Cardone
Alarico Cristofaro
Gandolfo Pezzi
Pusicio Concas
Aurelio Bertolussi
Giordano Restivo
Chiaffredo Schifano
Golia Castiglioni
Calcedonio Di Donato
Oderico Antonelli
Turibio Caiazza
Bonaldo Severino
Adriano Platania
Donato Criscione
Aidano Tedesco
Velio Messana
Mercurio Ciccone
Narsete Bordoni
Elita Coccia
Adeodato Sevi
Paolo Bianchini
Vinfrido Riolo
Virgilio Del Prete
Gennaro Beso
Pacomio Gamper
Robaldo La Rosa
Aristarco Tamburini
Barnaba Macrì
Colmanno Comito
Archimede Costantino
Ercolano Carè
Vespasiano Zanon
Argimiro Femina
Respicio Di Giuseppe
Turi La Rocca
Eliodoro Lari
Nazzareno Pennestrì
Delfino Pastorino
Erasmo Tallone
Lancilotto Valeri
Bacco Guidetti
Marciano Simone
Turi Villari
Matroniano Lo Bianco
Divo Gualtieri
Evaristo Pierro
Raide Spiga
Gualtiero Giuliani
Sinfronio Tofani
Genziano Porcari
Savino Demontis
Romolo Caricari
Rino Stigliano
Aldo Barreca
Cleandro Visani
Plinio Pala
Pippo Vianello
Annibale Pavan
Orenzio Farina
Clemente Agostinelli
Agostino Beso
Achille Calligaris
Ippocrate Cozzani
Diego Conti
Archippo Calandro
Cirano Vicinanza
Valeriano Merlo
Cirano Marcelli
Alberico Platania
Ariele Fabris
Eginardo Riggi
Pierangelo Lupica
Climaco Piacentini
Vodingo Di Tullio
Alberico Garavaglia
Sandro Tassone
Celso Pavan
Vulmaro Valle
Rocco Corrao
Gonzaga Zagaria
Uriele Corrado
Baldo Tavani
Baldomero D'Angeli
Perseo Giampaolo
Zetico Galli
Ariele Ferrari
Fulgenzio Prencipe
Severiano Paolucci
Sostrato Polito
Rufo Lodi
Nino Lori
Beniamino Trapani
Quasimodo Nobile
Argo Perrini
Zanobi Giaccio
Innocente Fratello
Bindo Salvati
Giona Simeoli
Geminiano Di Maio
Ticone Izzi
Eliodoro Mazzi
Anacleto Mangano
Giovenzio Argenio
Caronte Mingarelli
Fermiano Gaddini
Turi Castagna
Amore De Vita
Damiano Di Giuseppe
Oddone Perrone
Mauro Fabris
Cataldo Ledda
Vezio Renzi
Elvino Nocentini
Golia Di Bella
Nicolò Sorrentino
Maurizio Florio
Callisto D'Orazio
Sabazio Mazzotta
Erasmo Visentin
Edilberto Desogus
Eustosio Murtas
Ludovico De Bonis
Gaetano Soro
Agrippa Blanc
Lamberto Lo Pinto
Alcino Tuccillo
Enzo Cecere
Deodato Filice
Pomponio Blanc
Averardo Tufo
Aureliano Massa
Gilberto D'Avino
Albino Luise
Ferruccio Molinari
Temistocle Amici
Osvaldo Di Giovanni
Menardo Guastone
Elio Guidi
Attilano Maggio
Gastone Caiazzo
Teobaldo Ferrante
Aidano Valeri
Crespignano Boschetti
Francesco Pisciotta
Giosuè Acquaviva
Pantaleo Polito
Agazio Tiberti
Galdino Chiacchio
Barnaba Franchi
Isidoro Polizzi
Pancario Palumbo
Sisto Lotito
Bonifacio Mari
Chiaffredo Trevisan
Eustorgio Fioravanti
Quintilio Narciso
Illuminato Di Cesare
Polidoro De Martino
Gomberto Raffa
Cremenzio Di Mauro
Temistocle Peroni
Samuele Orefice
Frontiniano Zingaretti
Ezechiele Saba
Emmerico Mosti
Stiliano Pagliai
Nicea Pellitteri
Apollinare Sabbatini
Cecilio Palombo
Elmo Cortese
Venanzio Valente
Averardo Giuliani
Macario D'Amico
Ermete Cola
Adelmo Riccardi
Eutalio Salvatore
Bruto Di Giuseppe
Geronimo Lugli
Valfredo Bonanno
Venerando Mastroianni
Lanfranco Franceschini
Sabazio De Bonis
Fabrizio Perrone
Crescenzio Galante
Fiorenziano Caccamo
Peleo Zuliani
Girolamo Filippi
Mercurio Di Martino
Cleonico Cozzani
Cristaldo Loi
Cino Aramini
Geronzio Noto
Giambattista Lucia
Fiorenzo Marchetti
Valter Di Pede
Nicea Diamanti
Ortensio Di Donato
Oliviero De Vita
Amedeo Forconi
Venusto Cecchini
Athos Favero
Davino Palmieri
Furio Riva
Gianmaria Ross
Balderico Trombetta
Baldassarre Scrofani
Piergiorgio Cappelli
Aristione Carraro
Vilfredo Silvestro
Bonifacio Manzo
Richelmo Alfano
Gaudenzio Rucco
Gervasio Callegari
Mercurio Di Blasi
Platone Ciampa
Napoleone Di Gregorio
Fuscolo Bionaz
Sviturno Zago
Sabato Di Palma
Salomè Beretta
Delfino Redaelli
Dionisio Solinas
Ezio Graziano
Amatore Panzeri
Alvise Doro
Mirco Lavecchia
Giuliano Fabrizi
Turi Soccorsi
Tulliano Luchetti
Graciliano Corradi
Nicea Lamberti
Almerigo Mazzoleno
Iacopo Iacono
Riccardo Campus
Ennio Destro
Lapo Sinopoli
Eufemio Marchetti
Pusicio Baggio
Ivo Tumbarello
Battista Nocentini
Casto Palermo
Fernando Salatiello
Stefano Salamone
Liberato Dionisi
Volfango Barbarossa
Ernesto Canale
Vasco Luca
Niceto Turchi
Aratone Girone
Italo Gentile
Emidio Morra
Vidiano Ridolfi
Santo Vaccaro
Tranquillo Franzoni
Vittore Massaro
Tammaro Campo
Auro Bruzzone
Ubertino Filippini
Mosè Fichera
Annibale Mariotti
Tussio Siino
Bonagiunta Capraro
Famiano Saponaro
Dagoberto Gullì
Antimo Bortolin
Clemente Palombo
Sante Padula
Gianmarco Sabia
Matteo Zanetti
Esaù Ferraro
Adamo Totaro
Maurilio Contini
Oliviero Pascale
Umile Micheletti
Ludano Celentano
Evodio Bortolin
Rodiano Serpa
Manfredo Giuliano
Giacomo Pellegrino
Maiorico Giardina
Nereo Rocchi
Adalardo Menozzi
Adalberto Cuomo
Libero Cavalieri
Pio Iacovino
Lamberto Mulas
Amone Chiavacci
Albino Di Felice
Eutalio Vassallo
Adriano Perra
Narciso Biagini
Adriano Palumbo
Emmerico Notaro
Quintiliano Costanza
Sandro Dragoni
Petronio Di Maria
Agapito Marzi
Casimiro Spadafora
Fabio Rosi
Ansovino Di Bari
Fuscolo Tripodi
Liberto Di Battista
Egisto Perrini
Pacifico Toti
Venerio Chiavacci
Gillo Piras
Zanobi Giovannelli
Dacio Macchi
Girolamo Ciampa
Viliberto Orrù
Amilcare Taormina
Gesualdo Huber
Sergio Manna
Fulberto Tufano
Coronato Motta
Gaetano Fiore
Leonida Castellani
Tarcisio Coppola
Gaudenzio Gagliardi
Basileo Fortunato
Telemaco Torri
Teogene Aiello
Erminio Sbrana
Cristiano Nobili
Rolfo Cherchi
Giusto Candela
Acario Sabato
Rolando Pepe
Ildefonso Ambrosio
Candido Giordani
Eterie Gori
Sviturno Marcucci
Teodoro Fasoli
Illuminato Bennardo
Bruno Pratesi
Beltramo Tripodi
Sesto Di Matteo
Assunto Negri
Chiaffredo Catalano
Vedasto Ciccone
Odorico Lippolis
Tosco Del Gaudio
Genziano Parente
Quintino De Fazio
Raide Anselmi
Fulgenzio Soro
Abdone Signorini
Beato Sansone
Crispino Calligaris
Antelmo Mazzoni
Aldo Longhi
Ippocrate Gagliardi
Gastone Frigo
Fiorenzo Caracciolo
Lidio Grasso
Ulfo Viviani
Caronte Bonanni
Anselmo Ambrosini
Glauco Addari
Zenobio Rizzo
Doriano Guidetti
Bardomiano Pinardi
Nestore Capocotta
Vito Torrisi
Cristiano Murolo
Calanico Gabriele
Palladio Balistreri
Eutalio Frasca
Lavinio Barbiero
Giobbe Tamburini
Arduino Rapisarda
Cristaldo Del Monte
Cleandro Terlizzi
Pollione Dattilo
Ponzio Tolu
Gionata Motta
Plinio Carella
Sandro Filippi
Flaviano Pizzitola
Sapiente Mascia
Apuleio Bonanno
Gilberto Doronzo
Prospero Mazzeo
Demetrio Gruppuso
Aloisio Gianotti
Polifemo Zanella
Romolo Di Iorio
Bardomiano Papaleo
Onorio Bozzo
Egeo Scarpa
Empirio Ravaioli
Nino Gioia
Ugo Flacco
Pusicio Acquistapace
Salomè Scarano
Riccardo Forgione
Adone Scopece
Dalmazio Cruciata
Eleuterio Palmeri
Barsaba Menna
Democrito Lippi
Ettore Cavallaro
Ischirione Govoni
Ermes Fierro
Mirko Del Prete
Empirio Marone
Gaetano Ledda
Giove Pini
Eliodoro Margiotta
Alfio Sardella
Saffiro Curcio
Evaldo Di Stefano
Uriele Moser
Domenico Matera
Gherardo Buonomo
Furseo Moriconi
Crescenzio Bedini
Tizio Cangiano
Primo Di Francesco
Sigismondo Ottonello
Valerico Luongo
Romoaldo Alessandrini
Bindo Concas
Clemente Castellana
Giovanni Albanese
Giotto Luca
Taziano Epifani
Ambrogio Palazzi
Sosteneo Di Matteo
Zenebio Bennardo
Sosteneo Rossi
Gosto Proietti
Piero Castaldo
Milo Paladini
Giove Caserta
Porziano Polizzi
Candido Malerba
Albino Aceto
Radolfo Giannone
Bellino Lo Giudice
Evidio Bologna
Didimo Perra
Gianfranco Rapisarda
Fiorenzo Sforza
Iginio Bentivoglio
Patrizio Canino
Pierluigi Capuano
Euclide Balestra
Filiberto Castiello
Valente Nicolò
Matroniano Anelli
Vindonio Macchi
Guerrino Di Tommaso
Valter Menna
Danilo Nappi
Maggiorino Antonacci
Abenzio Nuzzo
Berengario D'Agostino
Leo Simoncelli
Tiziano Beltrame
Valentino Cannone
Leonida Pala
Duilio Sforza
Rodiano Criscione
Pellegrino Paolino
Enea Sabbatini
Zenebio Palano
Solocone Di Palma
Doroteo Galluzzo
Bindo Del Bianco
Glauco Baroni
Alessandro Ciampa
Quinzio Rocca
Stanislao Palazzi
Amilcare Marcon
Sidonio Fiori
Bortolo Ottaviani
Edmondo Carnovale
Crespignano Piazzolla
Birino Sucera
Amilcare Barreca
Oderico Marelli
Gaspare Puggioni
Nino Crea
Virginio Ferrari
Gottardo Piazzolla
Uranio Dalmasso
Vittorio Cannata
Sireno Tomaselli
Noè Simoni
Speranzio De Carlo
Iago Luconi
Surano Campus
Plinio Sansone
Goffredo Geraci
Eutalio Capecchi
Arrigo La Manna
Arcadio Traverso
Nino Traini
Nazzareno Quaranta
Enecone Crepaldi
Terzo Schillaci
Gillo Manna
Amico Formica
Zenobio Floris
Milo Solinas
Viliberto Paradiso
Semplicio Luppi
Melchiorre Congiu
Agesilao De Luca
Melchiade Francesca
Antero Rocco
Perseo Falbo
Moreno Lavecchia
Annibale Cicatiello
Apuleio Amerio
Lucio Valentini
Liborio Criscione
Damaso Mastropietro
Caino Iovino
Senesio Celi
Carmelo Puccio
Giosuele Biagetti
Ladislao Fanara
Galdino Longobardi
Erminio Scala
Sandro Alivernini
Colmanno Antonini
Marcello De Biase
Timoteo Viti
Ido Villa
Ercole Mattioli
Mirco Falbo
Dodato Ferraro
Enea Vizziello
Venceslao Avola
Valentino Blanc
Gaio Guerrini
Davide Ottaviani
Filomeno Caiazza
Alvise Santo
Virgilio Rotolo
Ennio Di Marino
Bartolo Petrucci
Ivo Beltrami
Erardo Trovato
Ulisse Como
Golia Marchesi
Telchide Favre
Urbano Rondoni
Calogero De Lorenzo
Apuleio Rambaldi
Modesto Salerno
Saffo Scarano
Cassio Messina
Edgardo Carboni
Endrigo Beso
Laurentino Abate
Bartolomeo Di Giovanni
Cremenzio Di Blasi
Algiso Senatore
Orso Lippolis
Aratone Corsini
Asdrubale Cappello
Argimiro Ghilardi
Fiorenziano Pastorelli
Ambrosiano Crisci
Onorio Bove
Paolo Genchi
Moreno Bizzarri
Prassede Salvatore
Azeglio Leale
Colombano Berto
Sabino Astolfi
Torquato Castiglioni
Giuda Lana
Odidone De Martino
Gallicano Terzi
Emidio Fichera
Salustio Ricciardi
Gerardo Cardia
Osvaldo Rapuano
Alberto Musella
Emilio Gulino
Icilio Consiglio
Bonaventura Tofani
Quinziano Di Giovanni
Ricario Cont
Pomponio Giorgio
Atanasio Paolillo
Elvino Ierardi
Melezio De Salvo
Albrico Pibiri
Callisto Congiu
Aleardo Palmisani
Silvano Bocchi
Arcadio Redaelli
Macario Congiu
Lidio Dalmasso
Ardito Bovolenta
Ulderico Marani
Coronato Ciavarella
Ovidio Passarelli
Baldovino Rallo
Cleonico Siino
Natale Vaccari
Palatino Tiozzo
Giacomo Barbieri
Niceforo Cola
Giulio Coppola
Salomone Signorile
Amanzio Chessa
Acilio Magno
Salvatore Massimi
Sigismondo Mascia
Costanzo Finocchiaro
Paride Mauro
Vinfrido Di Domenico
Antioco Tripodi
Gerardo Cozzani
Adolfo Vianello
Basileo Ferrando
Raide Franceschini
Ramiro Miotto
Ireneo Dal Farra
Panfilo Martines
Maccabeo Tufo
Cantidio Manetti
Gaetano Di Marzio
Raide Torri
Cesare Bartolini
Vespasiano Tallone
Germano Morri
Rufino Pisani
Pompeo Mancino
Sebastiano Geraci
Guiberto Gregori
Neri Tartamella
Polidoro Bernabei
Modesto Huber
Senofonte Lo Iacono
Carmelo Guidi
Diodoro Valeri
Simone D'Angelo
Gilberto Addari
Oreste Salerno
Argo Barbarulo
Bruto Di Lascio
Cesare Bassani
Davide Pisano
Gianuario Pizzimenti
Gerardo Amabile
Auberto Di Marzio
Simeone Damiano
Alessio Picariello
Giotto Fortugno
Plutarco Pavone
Candido Randazzo
Ansovino Barra
Zabedeo Fumagalli
Averardo Tamburini
Bastiano Trevisan
Raffaele Cataldo
Giustiniano Di Matteo
Barsaba Benedetto
Erberto Curcio
Remigio Di Marzio
Aristo Boscolo
Leone Longo
Maccabeo Sabato
Calanico Mancini
Basilio Castaldi
Danio Trevisan
Berengario Saladino
Raide Latorre
Primo Tiberti
Venceslao Minelli
Ventura Beltrame
Sempronio Mercuri
Amauri Montalto
Guido Inzerillo
Gaetano Salvati
Amato Diana
Verano Tortora
Virginio D'Aleo
Piersilvio Marangi
Luciano Bresciani
Amos Prato
Gualtiero Mulas
Catullo Boffa
Clodomiro Tataranni
Eusebio Frigo
Ciriaco Bertelli
Innocente Ledda
Abaco Tomasello
Leopardo Lotito
Romoaldo La Barbera
Ludovico Fasoli
Cirillo Riccio
Felice Tasso
Candido Matera
Gaglioffo Martines
Valter Di Domenico
Gianmaria Iacovone
Vitale Garofalo
Almerigo Angelucci
Adrione Montanaro
Sempronio Paris
Tullio Clemente
Sabino Carli
Arrigo Sartori
Melchiade Forte
Ettore Perrotta
Odidone D'Urso
Saffo Passarelli
Tarso Guarino
Tammaro Lepore
Venceslao Genna
Cipriano Bove
Fulberto Serra
Ponziano Nanni
Osmondo Farris
Cipriano Como
Ulberto Parrinello
Pancrazio Malagoli
Emidio Santarsia
Piermarco Marra
Pompeo Ducci
Clemente Di Donato
Ottone Baroni
Gineto Cruciata
Socrate Franchini
Battista Pedroni
Venerio Iacono
Amos Bizzarri
Gianuario Altieri
Giadero Celentano
Giulio Barberi
Baldovino Bovolenta
Adolfo Ponti
Peleo Liguori
Argimiro Brizzi
Stiriaco Bongiorno
Eligio Scarpellini
Aiace Salatiello
Concordio Grassi
Sigismondo De Filippo
Giancarlo Napoli
Tussio Ceccarini
Robaldo Ascione
Radolfo Aiello
Ricario De Giorgi
Adalfredo Sergi
Quinzio Murru
Platone Vicari
Sviturno Azara
Gregorio Riccio
Emiliano Piscitelli
Remondo Tallone
Elpidio D'Orazio
Gerino Fumagalli
Tullio Rollo
Niceforo Carletti
Otello Nicotra
Senofonte Marchetto
Elita Bernasconi
Giove Penzo
Vinicio Nesti
Vladimiro Mazzotti
Giuda Fabbro
Prospero Marziali
Francesco Marcello
Ramiro Casali
Daciano Piazza
Beltramo Longhi
Adelardo Politi
Raniero Bertini
Telchide Bassani
Abbondio Trovato
Ponzio Fortugno
Flaviano Evola
Pellegrino Costa
Terzo Mazzeo
Muziano Barbero
Filiberto Campanini
Aiace Riolo
Amauri Cammisa
Argimiro Locci
Surano Lombardini
Barsimeo Carbone
Augusto Bianchi
Apollinare Astolfi
Leo Fasoli
Gentile Del Prete
Clemente Nicotra
Libero Frigerio
Graziano Cannas
Valentino Piccoli
Iorio Ambrosini
Gedeone Pizzimenti
Michelangelo Di Tullio
Rainaldo Puddu
Cherubino Chessa
Barsaba Mollica
Pancario Sabino
Acacio Addari
Vinfrido Cardone
Platone Capannolo
Cassiano Ferretti
Ildebrando Piccolo
Aidano Franchini
Onofrio Nardi
Tosco Modica
Viviano Biggi
Eginardo Santarsiero
Berengario Montagner
Macario Landi
Onofrio Ferretti
Clinio Capoccia
Fabrizio Scocco
Vidone Vinci
Arnaldo Sbrana
Calogero Librizzi
Glauco Memoli
Ruggero Luzzi
Fazio Fucci
Evandro Amoroso
Fulgenzio Mori
Attila Spina
Ludovico Marchi
Giocondo Zanelli
Piersilvio Brunetti
Valfrido Oggiano
Salvo Pittalis
Lapo Terlizzi
Sostrato Costanzo
Elio Malagoli
Alberico Casavecchia
Telchide Luongo
Quarto Elia
Tammaro Croce
Omero Lana
Agenore Abbate
Clarenzio Longhi
Valerico Boccia
Leone Adamo
Bindo Ghilardi
Barbarigo Mancini
Bernardo Gigliotti
Oscar Manti
Remo Capoccia
Calcedonio Picchi
Guido Gervasi
Macario Scalzo
Giotto Pinto
Elogio Molinari
Bibiano Coletta
Norberto Fichera
Casto Stabile
Ariosto Gagliardi
Ariosto Tammaro
Empirio Boccia
Gioberto Prisco
Ivan Masi
Livino Morgante
Zenaide Fiorucci
Cristoforo Carvelli
Rino Lattanzi
Cornelio Giugliano
Gianbattista Paci
Domenico Giacomelli
Francesco De Giorgio
Gianni Tasso
Leandro Fiorelli
Guido Menconi
Amone Iodice
Gioacchino Raimondi
Bino Ferreri
Severino Marzano
Mario Marchini
Clodoveo Ciacio
Narsete Mereu
Mamante Fucci
Ippocrate Stella
Azelio Di Francesco
Amatore Lolli
Aleardo Ruberto
Gaspare Tumino
Gennaro Ostuni
Serapione Laganà
Ludano Blasi
Nazario Tumbarello
Aladino Sestito
Pellegrino Salamone
Pantaleo Asaro
Pammachio Di Lecce
Sarbello Buonomo
Marcello Papapietro
Gineto Ferraiuolo
Floriano Ruggeri
Abbondanzio Luppino
Bassiano Piva
Coronato Marconi
Mosè Ciotola
Gildo Preziosi
Generoso Paolucci
Natale Cozzani
Cremenzio Botta
Matteo Cucchiara
Damocle Battisti
Alceste Castiello
Generoso Gori
Telchide Corradi
Turi Notaro
Erberto Romani
Regolo Cruciani
Gualtiero Amato
Genesio Mazzoleno
Plinio Mulè
Ferdinando Masia
Costante Cancelliere
Guerrino Malerba
Querano Paolella
Attilio Renda
Amintore Tanzi
Gaudenzio Matera
Damocle De Simone
Aciscolo Cappelli
Guiscardo Di Matteo
Azeglio Zanon
Giosuè Fumarola
Eraclide Sacchet
Venerando Montagner
Isaia Pantano
Amabile Spano
Beato Barbato
Arcadio Marotta
Liborio Picariello
Bernardo Mastronardi
Fermo Paolella
Mario Bruni
Proteo Cavalli
Palatino Mazzotta
Muziano Navarra
Calanico Polimeno
Tommaso Pinto
Ansovino Santi
Bonaventura Pagano
Barbarigo Delle Monache
Terzo Cicatiello
Quintiliano Ferracuti
Amore Piccinini
Sempronio Ippolito
Franco Bani
Tazio Visconti
Eliano Barile
Serafino Litterio
Savino Corrao
Adelardo Perini
Priamo Cioni
Elpidio Sucameli
Ludovico Pica
Ursino Campisi
Adelardo Spina
Sarbello Petronio
Corrado Valli
Gioacchino Beso
Amadeo Poletti
Richelmo Polese
Serapione Giardini
Eufronio Zappacosta
Sabino Manzella
Giuliano Accardi
Boris Barsotti
Bellino Trapani
Gino Marchesan
Pusicio Russo
Abelardo Corridori
Eliano Massimi
Timoteo Satta
Candido Marcovecchio
Vinicio Guarino
Ottavio Schifano
Giambattista Coniglio
Chiaffredo Cirillo
Ippocrate Cardia
Aleramo Sorrentino
Urbano Amici
Vitalico Argiolas
Tullio Nucci
Illuminato Fior
Ardito Nocerino
Libero Ridolfi
Asimodeo Casadei
Surano Perrone
Rodiano Bozzo
Elmo Tomassoni
Romero Sorbello
Vinicio Colonna
Virone Mora
Fabiano Modica
Antino Pozzo
Ezio Francesconi
Geronzio Mazzoni
Loreno Chirico
Concetto Gallo
Augusto Deriu
Pauside Veronese
Cecilio Curcio
Medardo Catellani
Prospero Amadori
Ultimo Rinaldi
Teogene Paola
Orazio Lari
Neoterio Borelli
Petronio Rosso
Meneo Nocera
Gioberto Cini
Pomponio Ravaioli
Samuele Nocerino
Gianluigi Luongo
Menardo Toto
Aniello Turchi
Eleuterio Spano
Cherubino Felici
Pancario Bortoluzzi
Concordio Anselmo
Nico Vassallo
Antonio Panaro
Dalmazio Messana
Gerino Brunetti
Aratone Palma
Urdino Palazzolo
Gillo Salomone
Marzio Canu
Zaccaria Fusaro
Orso Venturi
Zeno Lucchese
Sebastiano Di Marzio
Casto Mascolo
Angelo Mercurio
Benedetto Battisti
Bardomiano Musumeci
Mennone Barbiero
Diomede Girone
Gedeone Morini
Crespignano Morelli
